strategy,rho,rep,F,P_inf,silencing_rate
bridge,0.1343,9,0.50951,0.28266,0.23051
bridge,0.1343,10,0.48125,0.39533,0.18335
bridge,0.1343,11,0.71317,0.39872,0.3583
bridge,0.1343,12,0.33977,0.28974,0.14632
bridge,0.1343,13,0.44845,0.1595,0.16992
bridge,0.1343,14,0.58583,0.36679,0.34497
bridge,0.1343,15,0.54454,0.32029,0.21243
bridge,0.1343,16,0.73408,0.43695,0.24065
bridge,0.1343,17,0.80135,0.37529,0.33877
bridge,0.1343,18,0.61458,0.34151,0.2783
bridge,0.1343,19,0.54238,0.37451,0.14781
bridge,0.1343,20,0.82593,0.38926,0.39642
bridge,0.1343,21,0.48877,0.46762,0.30151
bridge,0.1343,22,0.63102,0.43909,0.28164
bridge,0.1343,23,0.75858,0.36022,0.37596
bridge,0.1343,24,0.43897,0.37908,0.26263
bridge,0.1502,0,0.77056,0.39011,0.36593
bridge,0.1502,1,0.78931,0.2459,0.42002
bridge,0.1502,2,0.45139,0.48302,0.29265
bridge,0.1502,3,0.76555,0.20919,0.43898
bridge,0.1502,4,0.54858,0.35245,0.22783
bridge,0.1502,5,0.73866,0.39998,0.32643
bridge,0.1502,6,0.82444,0.38383,0.523
bridge,0.1502,7,0.70085,0.3082,0.39429
bridge,0.1502,8,0.60687,0.13227,0.34988
bridge,0.1502,9,0.80899,0.40665,0.51355
bridge,0.1502,10,0.63818,0.46897,0.351
bridge,0.1502,11,0.92413,0.3877,0.43082
bridge,0.1502,12,0.67353,0.31626,0.37396
bridge,0.1502,13,0.50514,0.15263,0.15378
bridge,0.1502,14,0.6436,0.34823,0.30566
bridge,0.1502,15,0.63531,0.19958,0.29555
bridge,0.1502,16,0.79064,0.39462,0.4876
bridge,0.1502,17,0.7504,0.38015,0.27746
bridge,0.1502,18,0.56461,0.24233,0.25283
bridge,0.1502,19,0.91457,0.21714,0.57674
bridge,0.1502,20,0.65238,0.36675,0.34579
bridge,0.1502,21,0.74675,0.31814,0.48363
bridge,0.1502,22,0.51416,0.4041,0.32598
bridge,0.1502,23,0.7765,0.27338,0.30896
bridge,0.1502,24,0.54495,0.37023,0.23845
bridge,0.1548,0,0.59922,0.34555,0.26292
bridge,0.1548,1,0.59968,0.34798,0.23892
bridge,0.1548,2,0.78721,0.24793,0.30849
bridge,0.1548,3,0.73659,0.18646,0.24519
bridge,0.1548,4,0.62545,0.30087,0.25712
bridge,0.1548,5,0.66047,0.1869,0.38003
bridge,0.1548,6,0.70987,0.40002,0.41086
bridge,0.1548,7,0.59377,0.57199,0.25596
bridge,0.1548,8,0.59646,0.4802,0.34002
bridge,0.1548,9,0.60315,0.45836,0.36661
bridge,0.1548,10,0.63309,0.27646,0.33109
bridge,0.1548,11,0.55083,0.31136,0.22707
bridge,0.1548,12,0.50171,0.29143,0.23821
bridge,0.1548,13,0.59354,0.17275,0.3267
bridge,0.1548,14,0.78593,0.38665,0.3632
bridge,0.1548,15,0.9388,0.46015,0.49696
bridge,0.1548,16,0.55186,0.2123,0.23387
bridge,0.1548,17,0.98525,0.2694,0.41782
bridge,0.1548,18,0.45873,0.44356,0.24353
bridge,0.1548,19,0.71027,0.27007,0.4896
bridge,0.1548,20,0.63859,0.29665,0.3876
bridge,0.1548,21,0.68589,0.31611,0.39354
bridge,0.1548,22,0.70972,0.42591,0.5294
bridge,0.1548,23,0.83278,0.42918,0.507
bridge,0.1548,24,0.65813,0.26764,0.15766
bridge,0.1643,0,0.96628,0.25671,0.43562
bridge,0.1643,1,0.63636,0.28528,0.28973
bridge,0.1643,2,0.59809,0.31455,0.31199
bridge,0.1643,3,0.69324,0.37896,0.37154
bridge,0.1643,4,0.83133,0.35306,0.35028
bridge,0.1643,5,0.60169,0.4377,0.37558
bridge,0.1643,6,0.53606,0.26702,0.30619
bridge,0.1643,7,0.84282,0.27198,0.57281
bridge,0.1643,8,0.4343,0.32728,0.3025
bridge,0.1643,9,0.70443,0.26471,0.44193
bridge,0.1643,10,0.78307,0.31127,0.41498
bridge,0.1643,11,0.78532,0.38719,0.48712
bridge,0.1643,12,0.6945,0.18803,0.3585
bridge,0.1643,13,0.62462,0.24391,0.27859
bridge,0.1643,14,0.70247,0.2936,0.37364
bridge,0.1643,15,0.67988,0.10832,0.38935
bridge,0.1643,16,0.60853,0.47289,0.27481
bridge,0.1643,17,0.57355,0.29512,0.20335
bridge,0.1643,18,0.79222,0.20037,0.40885
bridge,0.1643,19,0.63245,0.2825,0.37258
bridge,0.1643,20,0.96387,0.1425,0.45275
bridge,0.1643,21,0.68362,0.49273,0.36134
bridge,0.1643,22,0.69392,0.25106,0.2926
bridge,0.1643,23,0.87937,0.27977,0.3328
bridge,0.1643,24,0.79009,0.38524,0.39721
bridge,0.173,0,0.66237,0.27506,0.3583
bridge,0.173,1,0.869,0.42031,0.48901
bridge,0.173,2,0.74083,0.38952,0.26083
bridge,0.173,3,0.81468,0.17168,0.33764
bridge,0.173,4,0.80508,0.22306,0.28309
bridge,0.173,5,0.67596,0.37264,0.40999
bridge,0.173,6,0.72903,0.13798,0.42739
bridge,0.173,7,0.67806,0.25847,0.32536
bridge,0.173,8,0.7078,0.29509,0.28155
bridge,0.173,9,0.82439,0.32882,0.25899
bridge,0.173,10,0.72636,0.39081,0.38352
bridge,0.173,11,0.80498,0.20144,0.38134
bridge,0.173,12,0.64858,0.36777,0.38573
bridge,0.173,13,0.6466,0.30782,0.32864
bridge,0.173,14,0.67078,0.25582,0.34661
bridge,0.173,15,0.86586,0.1252,0.29641
bridge,0.173,16,0.98562,0.37719,0.33212
bridge,0.173,17,0.72991,0.18979,0.47356
bridge,0.173,18,0.81088,0.27951,0.38995
bridge,0.173,19,0.72846,0.21128,0.3172
bridge,0.173,20,0.75907,0.15348,0.41089
bridge,0.173,21,0.58118,0.35071,0.41823
bridge,0.173,22,0.68356,0.39974,0.25664
bridge,0.173,23,0.69723,0.35396,0.39198
bridge,0.173,24,0.69686,0.36662,0.29772
bridge,0.1868,0,0.8028,0.22896,0.39866
bridge,0.1868,1,0.86713,0.27802,0.492
bridge,0.1868,2,0.49363,0.28906,0.18938
bridge,0.1868,3,0.72563,0.2706,0.50647
bridge,0.1868,4,0.77131,0.18455,0.21424
bridge,0.1868,5,0.57141,0.25729,0.42074
bridge,0.1868,6,0.92555,0.13205,0.47764
bridge,0.1868,7,0.76794,0.34578,0.32643
bridge,0.1868,8,0.68363,0.33428,0.25931
bridge,0.1868,9,0.75628,0.25565,0.42898
bridge,0.1868,10,0.80866,0.21589,0.47742
bridge,0.1868,11,0.69159,0.35581,0.34669
bridge,0.1868,12,0.73548,0.21987,0.35022
bridge,0.1868,13,0.84286,0.35167,0.33423
bridge,0.1868,14,0.76461,0.33454,0.24659
bridge,0.1868,15,0.64173,0.16865,0.29721
bridge,0.1868,16,0.73081,0.25991,0.4069
bridge,0.1868,17,0.67485,0.31739,0.29777
bridge,0.1868,18,0.71347,0.26042,0.4183
bridge,0.1868,19,0.61087,0.37044,0.27892
bridge,0.1868,20,0.88689,0.1565,0.3571
bridge,0.1868,21,0.75625,0.22075,0.5008
bridge,0.1868,22,0.75506,0.26584,0.47691
bridge,0.1868,23,0.74029,0.08397,0.26662
bridge,0.1868,24,0.86363,0.12305,0.52138
bridge,0.1923,0,0.70744,0.19119,0.39287
bridge,0.1923,1,0.77223,0.24326,0.31455
bridge,0.1923,2,0.80614,0.13569,0.24687
bridge,0.1923,3,0.83208,0.25066,0.4446
bridge,0.1923,4,0.87517,0.17571,0.30313
bridge,0.1923,5,0.66958,0.27559,0.26342
bridge,0.1923,6,0.79032,0.07888,0.32539
bridge,0.1923,7,0.8925,0.16676,0.23991
bridge,0.1923,8,0.69389,0.31334,0.20792
bridge,0.1923,9,0.78131,0.32693,0.45541
bridge,0.1923,10,0.6844,0.16152,0.35458
bridge,0.1923,11,0.87456,0.17315,0.44271
bridge,0.1923,12,0.63152,0.12798,0.20729
bridge,0.1923,13,0.87454,0.21915,0.59235
bridge,0.1923,14,0.73661,0.27745,0.21388
bridge,0.1923,15,0.73506,0.12207,0.48335
bridge,0.1923,16,0.6802,0.14014,0.29859
bridge,0.1923,17,0.80001,0.23648,0.30032
bridge,0.1923,18,0.73791,0.29127,0.45498
bridge,0.1923,19,0.70664,0.31504,0.41865
bridge,0.1923,20,0.81535,0.23855,0.3725
bridge,0.1923,21,0.65062,0.25518,0.28189
bridge,0.1923,22,0.6123,0.33117,0.2094
bridge,0.1923,23,0.74007,0.26735,0.31737
bridge,0.1923,24,0.76191,0.24295,0.34909
bridge,0.2138,0,0.69864,0.339,0.22496
bridge,0.2138,1,0.85204,0.14067,0.28326
bridge,0.2138,2,0.9158,0.07401,0.36536
bridge,0.2138,3,0.80307,0.15802,0.37405
bridge,0.2138,4,0.91501,0.05207,0.56814
bridge,0.2138,5,0.65764,0.25986,0.41626
bridge,0.2138,6,0.86341,0.13471,0.39252
bridge,0.2138,7,0.94114,0.12376,0.39322
bridge,0.2138,8,0.91649,0.21192,0.45081
bridge,0.2138,9,0.85808,0.06112,0.51804
bridge,0.2138,10,0.82314,0.14216,0.36145
bridge,0.2138,11,0.79369,0.1751,0.34403
bridge,0.2138,12,0.76209,0.04979,0.28411
bridge,0.2138,13,0.74053,0.26248,0.46033
bridge,0.2138,14,0.76899,0.26852,0.38402
bridge,0.2138,15,0.84179,0.27726,0.35405
bridge,0.2138,16,0.78625,0.1915,0.41028
bridge,0.2138,17,0.75801,0.18614,0.49
bridge,0.2138,18,0.74261,0.0482,0.43928
bridge,0.2138,19,0.89254,0.1029,0.30773
bridge,0.2138,20,0.82293,0.27062,0.29005
bridge,0.2138,21,0.683,0.14361,0.40928
bridge,0.2138,22,0.79474,0.2699,0.34821
bridge,0.2138,23,0.88857,0.13555,0.33698
bridge,0.2138,24,0.78363,0.10114,0.28781
bridge,0.219,0,0.68465,0.21819,0.27915
bridge,0.219,1,0.95274,0.12424,0.53988
bridge,0.219,2,0.84715,0.28035,0.63032
bridge,0.219,3,0.81912,0.21489,0.48335
bridge,0.219,4,0.8167,0.29513,0.28522
bridge,0.219,5,0.82046,0.21213,0.3693
bridge,0.219,6,0.73882,0.15649,0.40829
bridge,0.219,7,0.91793,0.15575,0.51166
bridge,0.219,8,0.78579,0.18186,0.33431
bridge,0.219,9,0.79942,0.18858,0.39736
bridge,0.219,10,0.90379,0.209,0.32049
bridge,0.219,11,0.76825,0.23593,0.42219
bridge,0.219,12,0.81147,0.23689,0.49979
bridge,0.219,13,0.68883,0.16086,0.27165
bridge,0.219,14,0.65079,0.30666,0.34727
bridge,0.219,15,0.88555,0.24258,0.59302
bridge,0.219,16,0.8138,0.22308,0.27353
bridge,0.219,17,0.7085,0.24139,0.39976
bridge,0.219,18,0.7284,0.17072,0.58258
bridge,0.219,19,0.83498,0.23136,0.29438
bridge,0.219,20,0.82191,0.23041,0.42264
bridge,0.219,21,0.80644,0.08646,0.48465
bridge,0.219,22,0.76502,0.34764,0.36114
bridge,0.219,23,0.76622,0.26304,0.44059
bridge,0.219,24,0.85349,0.11598,0.50139
bridge,0.2226,0,0.92369,0.22498,0.52542
bridge,0.2226,1,0.89578,0.14219,0.25014
bridge,0.2226,2,1.0,0.16845,0.32078
bridge,0.2226,3,0.84602,0.0948,0.50985
bridge,0.2226,4,0.78671,0.11354,0.42611
bridge,0.2226,5,0.78844,0.10698,0.36214
bridge,0.2226,6,0.87086,0.04935,0.50663
bridge,0.2226,7,0.86321,0.11677,0.45266
bridge,0.2226,8,0.87878,0.05268,0.40839
bridge,0.2226,9,0.88923,0.09811,0.54354
bridge,0.2226,10,0.86767,0.10898,0.3265
bridge,0.2226,11,0.76946,0.156,0.41971
bridge,0.2226,12,0.89227,0.073,0.33706
bridge,0.2226,13,0.86946,0.22462,0.29054
bridge,0.2226,14,0.80427,0.15934,0.4869
bridge,0.2226,15,0.80592,0.03986,0.33524
bridge,0.2226,16,0.83189,0.1669,0.37018
bridge,0.2226,17,0.86813,0.0881,0.43282
bridge,0.2226,18,1.0,0.07816,0.53248
bridge,0.2226,19,0.72608,0.11569,0.20578
bridge,0.2226,20,0.86952,0.03548,0.25613
bridge,0.2226,21,0.93055,0.12865,0.4157
bridge,0.2226,22,0.76773,0.22775,0.27859
bridge,0.2226,23,0.77024,0.24915,0.24621
bridge,0.2226,24,0.76317,0.14688,0.47032
bridge,0.2387,0,0.74882,0.2094,0.30988
bridge,0.2387,1,0.8861,0.04896,0.39253
bridge,0.2387,2,0.65894,0.26678,0.28093
bridge,0.2387,3,0.71758,0.14042,0.291
bridge,0.2387,4,0.8059,0.12454,0.33199
bridge,0.2387,5,0.73258,0.20613,0.28391
bridge,0.2387,6,0.78925,0.21405,0.34213
bridge,0.2387,7,0.9883,0.18074,0.62187
bridge,0.2387,8,0.85923,0.09493,0.53122
bridge,0.2387,9,0.76242,0.02117,0.23938
bridge,0.2387,10,0.87862,0.1132,0.41257
bridge,0.2387,11,0.8026,0.18797,0.54512
bridge,0.2387,12,0.7777,0.24913,0.49538
bridge,0.2387,13,0.8976,0.06025,0.56389
bridge,0.2387,14,0.97406,0.16976,0.59931
bridge,0.2387,15,0.87245,0.11089,0.28306
bridge,0.2387,16,0.68767,0.27491,0.40215
bridge,0.2387,17,0.89333,0.13967,0.2259
bridge,0.2387,18,0.84582,0.13868,0.56155
bridge,0.2387,19,0.82835,0.08939,0.33098
bridge,0.2387,20,0.85147,0.1296,0.43424
bridge,0.2387,21,0.83407,0.07722,0.25688
bridge,0.2387,22,0.81996,0.14915,0.26428
bridge,0.2387,23,0.96679,0.08452,0.3115
bridge,0.2387,24,0.77048,0.14193,0.48968
bridge,0.2504,0,0.85514,0.18343,0.40033
bridge,0.2504,1,0.91698,0.09237,0.45713
bridge,0.2504,2,0.83277,0.17496,0.29368
bridge,0.2504,3,0.80514,0.17565,0.37834
bridge,0.2504,4,0.94381,0.10425,0.37279
bridge,0.2504,5,0.94869,0.13296,0.49073
bridge,0.2504,6,0.96608,0.0,0.44849
bridge,0.2504,7,0.76189,0.18289,0.30519
bridge,0.2504,8,0.84402,0.14735,0.36509
bridge,0.2504,9,0.81676,0.05063,0.46777
bridge,0.2504,10,0.91894,0.09173,0.53722
bridge,0.2504,11,0.83892,0.15611,0.31134
bridge,0.2504,12,0.85435,0.14763,0.36799
bridge,0.2504,13,0.91344,0.11788,0.22988
bridge,0.2504,14,0.88126,0.11659,0.42158
bridge,0.2504,15,0.77571,0.26823,0.30917
bridge,0.2504,16,0.91402,0.0988,0.33974
bridge,0.2504,17,0.85305,0.11853,0.469
bridge,0.2504,18,0.79976,0.15744,0.33704
bridge,0.2504,19,0.91511,0.20015,0.25272
bridge,0.2504,20,0.84453,0.28279,0.48976
bridge,0.2504,21,0.85304,0.19337,0.45745
bridge,0.2504,22,0.94746,0.13428,0.55059
bridge,0.2504,23,0.83764,0.11259,0.20989
bridge,0.2504,24,0.93865,0.07799,0.47698
bridge,0.2561,0,0.97944,0.05493,0.3374
bridge,0.2561,1,0.94056,0.11789,0.48031
bridge,0.2561,2,0.92518,0.14855,0.36551
bridge,0.2561,3,0.80018,0.16383,0.33676
bridge,0.2561,4,0.89356,0.05947,0.39244
bridge,0.2561,5,0.91946,0.08822,0.59206
bridge,0.2561,6,1.0,0.04273,0.59576
bridge,0.2561,7,0.95616,0.11822,0.5
bridge,0.2561,8,0.89666,0.13783,0.43022
bridge,0.2561,9,0.9027,0.12377,0.47831
bridge,0.2561,10,1.0,0.06664,0.41179
bridge,0.2561,11,0.89178,0.01684,0.32944
bridge,0.2561,12,0.86446,0.06744,0.45701
bridge,0.2561,13,0.9142,0.21466,0.38987
bridge,0.2561,14,0.83726,0.16857,0.30782
bridge,0.2561,15,0.85848,0.07879,0.51097
bridge,0.2561,16,0.87509,0.12994,0.42494
bridge,0.2561,17,0.88311,0.25865,0.33799
bridge,0.2561,18,0.86449,0.05592,0.26327
bridge,0.2561,19,0.83656,0.09723,0.18543
bridge,0.2561,20,0.9038,0.11652,0.50176
bridge,0.2561,21,0.89734,0.15116,0.51867
bridge,0.2561,22,0.89635,0.11937,0.32499
bridge,0.2561,23,0.89738,0.1729,0.56216
bridge,0.2561,24,1.0,0.06849,0.67958
bridge,0.2686,0,0.95007,0.06764,0.59516
bridge,0.2686,1,0.92515,0.09416,0.39023
bridge,0.2686,2,0.82316,0.14398,0.43536
bridge,0.2686,3,0.84673,0.1692,0.40501
bridge,0.2686,4,0.94933,0.01543,0.61764
bridge,0.2686,5,0.97245,0.11406,0.56111
bridge,0.2686,6,0.88785,0.04383,0.24956
bridge,0.2686,7,0.87339,0.07313,0.5207
bridge,0.2686,8,0.89286,0.14399,0.40226
bridge,0.2686,9,0.92121,0.06155,0.3295
bridge,0.2686,10,0.85417,0.15528,0.42965
bridge,0.2686,11,0.84638,0.11243,0.46129
bridge,0.2686,12,0.90019,0.09847,0.33523
bridge,0.2686,13,0.77971,0.15235,0.34762
bridge,0.2686,14,0.94855,0.1425,0.22594
bridge,0.2686,15,0.88892,0.02852,0.38731
bridge,0.2686,16,0.90879,0.05146,0.24997
bridge,0.2686,17,0.83864,0.06456,0.43914
bridge,0.2686,18,0.93247,0.07617,0.42379
bridge,0.2686,19,0.97258,0.14128,0.30498
bridge,0.2686,20,0.89187,0.10914,0.61222
bridge,0.2686,21,0.75147,0.17146,0.45111
bridge,0.2686,22,0.82537,0.04471,0.20074
bridge,0.2686,23,0.90146,0.09947,0.48265
bridge,0.2686,24,0.86582,0.12357,0.20086
bridge,0.3023,0,0.99967,0.09633,0.41343
bridge,0.3023,1,0.9406,0.13115,0.3008
bridge,0.3023,2,0.95346,0.06579,0.27013
bridge,0.3023,3,0.74126,0.11283,0.24862
bridge,0.3023,4,0.81408,0.05901,0.38185
bridge,0.3023,5,0.91538,0.08374,0.45222
bridge,0.3023,6,0.93125,0.08706,0.48556
bridge,0.3023,7,0.89641,0.04769,0.17342
bridge,0.3023,8,1.0,0.02614,0.52264
bridge,0.3023,9,0.95359,0.04425,0.37214
bridge,0.3023,10,0.99936,0.11025,0.42838
bridge,0.3023,11,0.89483,0.06271,0.3287
bridge,0.3023,12,0.92702,0.01056,0.34973
bridge,0.3023,13,0.93351,0.10243,0.41859
bridge,0.3023,14,0.96593,0.05714,0.35148
bridge,0.3023,15,0.95383,0.1822,0.49827
bridge,0.3023,16,0.9733,0.0,0.48781
bridge,0.3023,17,0.87918,0.11563,0.54068
bridge,0.3023,18,1.0,0.05904,0.30422
bridge,0.3023,19,0.93396,0.09139,0.32028
bridge,0.3023,20,0.87776,0.10351,0.374
bridge,0.3023,21,0.91292,0.09123,0.42947
bridge,0.3023,22,0.8905,0.04187,0.47876
bridge,0.3023,23,0.98482,0.07335,0.31296
bridge,0.3023,24,0.91302,0.03875,0.55451
bridge,0.3185,0,0.86387,0.00612,0.40122
bridge,0.3185,1,0.875,0.23091,0.45487
bridge,0.3185,2,1.0,0.09559,0.57693
bridge,0.3185,3,0.8649,0.06012,0.36765
bridge,0.3185,4,0.93634,0.0632,0.53479
bridge,0.3185,5,0.89838,0.11582,0.40855
bridge,0.3185,6,0.99469,0.06095,0.58475
bridge,0.3185,7,0.95276,0.05519,0.48487
bridge,0.3185,8,0.96449,0.07983,0.44352
bridge,0.3185,9,0.90847,0.09309,0.44544
bridge,0.3185,10,0.99448,0.00792,0.60008
bridge,0.3185,11,0.91804,0.02677,0.36603
bridge,0.3185,12,0.94895,0.11884,0.44884
bridge,0.3185,13,0.91793,0.08758,0.39467
bridge,0.3185,14,0.9351,0.0,0.47086
bridge,0.3185,15,0.89814,0.04141,0.29652
bridge,0.3185,16,1.0,0.10312,0.574
bridge,0.3185,17,0.91218,0.11031,0.38462
bridge,0.3185,18,0.92182,0.09461,0.43747
bridge,0.3185,19,0.87698,0.0,0.51613
bridge,0.3185,20,0.93307,0.06513,0.28514
bridge,0.3185,21,0.93694,0.07818,0.65168
bridge,0.3185,22,1.0,0.07417,0.54019
bridge,0.3185,23,1.0,0.0,0.55455
bridge,0.3185,24,0.91237,0.03069,0.39911
bridge,0.3198,0,0.88412,0.04704,0.27678
bridge,0.3198,1,0.92136,0.13295,0.48062
bridge,0.3198,2,0.9653,0.04685,0.31408
bridge,0.3198,3,0.89941,0.06182,0.34147
bridge,0.3198,4,0.96513,0.0,0.58944
bridge,0.3198,5,0.95957,0.20796,0.48843
bridge,0.3198,6,0.89115,0.10651,0.46836
bridge,0.3198,7,0.98624,0.09309,0.45215
bridge,0.3198,8,0.89216,0.13784,0.44349
bridge,0.3198,9,0.93929,0.02919,0.52421
bridge,0.3198,10,0.9998,0.05349,0.62527
bridge,0.3198,11,0.93406,0.19483,0.40501
bridge,0.3198,12,0.98798,0.08353,0.52663
bridge,0.3198,13,1.0,0.01939,0.42507
bridge,0.3198,14,0.88125,0.10897,0.34269
bridge,0.3198,15,0.95513,0.11106,0.37263
bridge,0.3198,16,0.90632,0.01972,0.47666
bridge,0.3198,17,0.99679,0.02673,0.53706
bridge,0.3198,18,0.89434,0.06523,0.40269
bridge,0.3198,19,0.81359,0.15964,0.50757
bridge,0.3198,20,0.84294,0.0532,0.33826
bridge,0.3198,21,0.98468,0.07899,0.5274
bridge,0.3198,22,0.80672,0.12229,0.42209
bridge,0.3198,23,0.95984,0.07235,0.32743
bridge,0.3198,24,0.85303,0.08666,0.38149
bridge,0.3311,0,0.96639,0.02077,0.37393
bridge,0.3311,1,0.93406,0.12847,0.51126
bridge,0.3311,2,0.9669,0.0707,0.37589
bridge,0.3311,3,0.95767,0.10401,0.3883
bridge,0.3311,4,0.87848,0.05598,0.38614
bridge,0.3311,5,0.84895,0.06683,0.38051
bridge,0.3311,6,0.9733,0.0,0.55302
bridge,0.3311,7,1.0,0.0853,0.3768
bridge,0.3311,8,0.90332,0.07102,0.39144
bridge,0.3311,9,0.93142,0.0,0.53829
bridge,0.3311,10,0.98136,0.02225,0.41586
bridge,0.3311,11,0.95555,0.05269,0.52756
bridge,0.3311,12,0.9871,0.117,0.47038
bridge,0.3311,13,0.82102,0.12796,0.57702
bridge,0.3311,14,0.8625,0.07572,0.43501
bridge,0.3311,15,0.92614,0.09977,0.53776
bridge,0.3311,16,0.89786,0.0,0.42859
bridge,0.3311,17,0.94235,0.05797,0.48483
bridge,0.3311,18,1.0,0.12676,0.51188
bridge,0.3311,19,1.0,0.0,0.53082
bridge,0.3311,20,0.95704,0.12023,0.50759
bridge,0.3311,21,0.98506,0.03754,0.47574
bridge,0.3311,22,0.87854,0.03997,0.50931
bridge,0.3311,23,1.0,0.04535,0.51407
bridge,0.3311,24,1.0,0.06561,0.40638
bridge,0.3556,0,0.90789,0.00664,0.41941
bridge,0.3556,1,0.90731,0.0,0.46495
bridge,0.3556,2,0.88625,0.0,0.4516
bridge,0.3556,3,0.90659,0.02878,0.40266
bridge,0.3556,4,0.91046,0.11712,0.59103
bridge,0.3556,5,0.90665,0.06169,0.24301
bridge,0.3556,6,0.96138,0.1224,0.53076
bridge,0.3556,7,0.87052,0.1238,0.33291
bridge,0.3556,8,0.97909,0.06365,0.48713
bridge,0.3556,9,0.91683,0.00658,0.36955
bridge,0.3556,10,0.92758,0.0263,0.42685
bridge,0.3556,11,0.87385,0.01962,0.45579
bridge,0.3556,12,0.911,0.12134,0.3119
bridge,0.3556,13,0.90051,0.0,0.43917
bridge,0.3556,14,0.85661,0.06338,0.35243
bridge,0.3556,15,0.90948,0.0305,0.50682
bridge,0.3556,16,1.0,0.05936,0.67474
bridge,0.3556,17,0.98128,0.05504,0.4891
bridge,0.3556,18,0.91903,0.07282,0.57523
bridge,0.3556,19,0.91903,0.06052,0.39961
bridge,0.3556,20,0.90364,0.20626,0.49362
bridge,0.3556,21,0.99475,0.0,0.54538
bridge,0.3556,22,1.0,0.03738,0.43833
bridge,0.3556,23,0.89187,0.06044,0.43234
bridge,0.3556,24,1.0,0.0924,0.53189
bridge,0.4473,0,0.92283,0.0,0.55372
bridge,0.4473,1,0.92178,0.01029,0.38118
bridge,0.4473,2,0.90455,0.00794,0.36721
bridge,0.4473,3,0.98537,0.13626,0.5173
bridge,0.4473,4,0.99142,0.06592,0.4054
bridge,0.4473,5,0.98644,0.04063,0.36069
bridge,0.4473,6,1.0,0.0,0.48203
bridge,0.4473,7,0.96301,0.0,0.36047
bridge,0.4473,8,1.0,0.0,0.47879
bridge,0.4473,9,0.99346,0.02384,0.59851
bridge,0.4473,10,1.0,0.05787,0.56569
bridge,0.4473,11,0.93034,0.0,0.25755
bridge,0.4473,12,1.0,0.07277,0.50618
bridge,0.4473,13,0.93869,0.01824,0.34904
bridge,0.4473,14,0.95475,0.05198,0.46603
bridge,0.4473,15,0.93445,0.02312,0.52087
bridge,0.4473,16,1.0,0.0,0.41862
bridge,0.4473,17,0.99646,0.00768,0.51172
bridge,0.4473,18,0.93731,0.00731,0.44324
bridge,0.4473,19,0.91606,0.0,0.5239
bridge,0.4473,20,0.9205,0.00266,0.40025
bridge,0.4473,21,0.9308,0.03961,0.39172
bridge,0.4473,22,0.97429,0.0,0.35909
bridge,0.4473,23,1.0,0.0,0.477
bridge,0.4473,24,1.0,0.03088,0.64306
bridge,0.4559,0,0.97731,0.06411,0.64212
bridge,0.4559,1,0.89553,0.0,0.48842
bridge,0.4559,2,1.0,0.01489,0.53183
bridge,0.4559,3,0.95239,0.02384,0.40138
bridge,0.4559,4,1.0,0.14303,0.58438
bridge,0.4559,5,1.0,0.09392,0.6175
bridge,0.4559,6,0.97888,0.11871,0.53095
bridge,0.4559,7,0.90364,0.0223,0.57359
bridge,0.4559,8,1.0,0.0,0.56057
bridge,0.4559,9,1.0,0.04826,0.61842
bridge,0.4559,10,0.94839,0.04602,0.44743
bridge,0.4559,11,1.0,0.05911,0.35125
bridge,0.4559,12,1.0,0.0942,0.66392
bridge,0.4559,13,1.0,0.03496,0.56333
bridge,0.4559,14,0.93051,0.03258,0.51204
bridge,0.4559,15,0.96008,0.0,0.54381
bridge,0.4559,16,0.97551,0.01328,0.37591
bridge,0.4559,17,1.0,0.0,0.62421
bridge,0.4559,18,0.88988,0.0,0.30716
bridge,0.4559,19,0.9371,0.03712,0.36157
bridge,0.4559,20,0.94438,0.0,0.47865
bridge,0.4559,21,0.94313,0.01192,0.48204
bridge,0.4559,22,0.99415,0.01069,0.56148
bridge,0.4559,23,1.0,0.04911,0.52821
bridge,0.4559,24,0.99579,0.09746,0.33724
bridge,0.4664,0,0.92181,0.01053,0.55477
bridge,0.4664,1,0.86531,0.0,0.2736
bridge,0.4664,2,0.99046,0.07358,0.52398
bridge,0.4664,3,0.91785,0.06725,0.4694
bridge,0.4664,4,0.99934,0.02131,0.50704
bridge,0.4664,5,0.88015,0.01326,0.54596
bridge,0.4664,6,0.96114,0.05705,0.35702
bridge,0.4664,7,0.99215,0.04075,0.41345
bridge,0.4664,8,0.85379,0.07262,0.47939
bridge,0.4664,9,0.95644,0.07977,0.3163
bridge,0.4664,10,0.92685,0.0,0.60165
bridge,0.4664,11,0.86291,0.12417,0.36661
bridge,0.4664,12,0.96385,0.06982,0.3167
bridge,0.4664,13,0.97222,0.07639,0.55061
bridge,0.4664,14,0.98302,0.0,0.42811
bridge,0.4664,15,0.97373,0.0,0.54094
bridge,0.4664,16,0.93423,0.03685,0.58277
bridge,0.4664,17,0.96858,0.09788,0.60765
bridge,0.4664,18,1.0,0.0,0.37427
bridge,0.4664,19,0.95314,0.01254,0.39
bridge,0.4664,20,0.98837,0.05415,0.54795
bridge,0.4664,21,0.91031,0.05868,0.33759
bridge,0.4664,22,1.0,0.07262,0.33233
bridge,0.4664,23,1.0,0.05366,0.53156
bridge,0.4664,24,0.89667,0.05775,0.38707
bridge,0.5145,0,0.89011,0.04293,0.28409
bridge,0.5145,1,0.99689,0.07307,0.59738
